WP_003746514.1#222|Listeria_seeligeri_FSL_N1_067	840	+	+	2	2858	3697	999916	1000755	WP_003746518.1#222	NZ_CM001051.1	GCF_000183945.1
WP_003746514.1#222|Listeria_seeligeri_FSL_N1_067	921	+	+	1	3787	4707	1000845	1001765	WP_003746519.1#222	NZ_CM001051.1	GCF_000183945.1
WP_003746514.1#222|Listeria_seeligeri_FSL_N1_067	723	+	+	3	4822	5544	1001880	1002602	WP_003746521.1#222	NZ_CM001051.1	GCF_000183945.1



WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	1104	+	+	11	-4581	-3478	865501	866604	WP_012985223.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	504	+	+	10	-3397	-2894	866685	867188	WP_003746509.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	813	+	+	9	-2789	-1977	867293	868105	WP_003746511.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	1467	+	+	12	-1774	-308	868308	869774	WP_012985225.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	1572	+	+	21	1	1572	870083	871654	WP_012985226.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	1029	+	+	4	1696	2724	871778	872806	WP_012985227.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	840	+	+	2	2743	3582	872825	873664	WP_012985228.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	921	+	+	1	3672	4592	873754	874674	WP_012985229.1#223	NC_013891.1	GCF_000027145.1
WP_012985226.1#223|Listeria_seeligeri_serovar_1_2b_str__SLCC3954	723	+	+	3	4707	5429	874789	875511	WP_012985230.1#223	NC_013891.1	GCF_000027145.1



WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	1269	+	+	8	-5332	-4064	1089677	1090945	WP_038406983.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	351	+	+	5	-4049	-3699	1090960	1091310	WP_003719116.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	1452	+	+	6	-3687	-2236	1091322	1092773	WP_003719117.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	1899	+	+	7	-2173	-275	1092836	1094734	WP_038406984.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	1572	+	+	21	1	1572	1095010	1096581	WP_038406985.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	1029	+	+	4	1695	2723	1096704	1097732	WP_038406986.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	840	+	+	2	2742	3581	1097751	1098590	WP_003719123.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	921	+	+	1	3672	4592	1098681	1099601	WP_003719124.1#7	NZ_CP009576.1	GCF_000763495.1
WP_038406985.1#7|Listeria_ivanovii_subsp__londoniensis	723	+	+	3	4706	5428	1099715	1100437	WP_038406987.1#7	NZ_CP009576.1	GCF_000763495.1



WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	1269	+	+	8	-5332	-4064	980810	982078	WP_003719115.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	351	+	+	5	-4049	-3699	982093	982443	WP_003719116.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	1452	+	+	6	-3687	-2236	982455	983906	WP_003719117.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	1899	+	+	7	-2173	-275	983969	985867	WP_003719118.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	1572	+	+	21	1	1572	986143	987714	WP_038408714.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	1029	+	+	4	1695	2723	987837	988865	WP_003719121.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	840	+	+	2	2742	3581	988884	989723	WP_003719123.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	921	+	+	1	3672	4592	989814	990734	WP_003719124.1#9	NZ_LR134394.1	GCF_900637745.1
WP_038408714.1#9|Listeria_ivanovii_subsp__londoniensis	723	+	+	3	4706	5428	990848	991570	WP_038406987.1#9	NZ_LR134394.1	GCF_900637745.1



WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	1269	+	+	8	-5332	-4064	1022985	1024253	WP_003719115.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	351	+	+	5	-4049	-3699	1024268	1024618	WP_003719116.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	1452	+	+	6	-3687	-2236	1024630	1026081	WP_038408712.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	1899	+	+	7	-2173	-275	1026144	1028042	WP_003719118.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	1572	+	+	21	1	1572	1028318	1029889	WP_038408714.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	1029	+	+	4	1695	2723	1030012	1031040	WP_003719121.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	840	+	+	2	2742	3581	1031059	1031898	WP_003719123.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	921	+	+	1	3672	4592	1031989	1032909	WP_003719124.1#8	NZ_CP009575.1	GCF_000763475.1
WP_038408714.1#8|Listeria_ivanovii_subsp__londoniensis	723	+	+	3	4706	5428	1033023	1033745	WP_038406987.1#8	NZ_CP009575.1	GCF_000763475.1



WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	1269	+	+	8	-5334	-4066	906084	907352	WP_014092344.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	351	+	+	5	-4051	-3701	907367	907717	WP_014092345.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	1452	+	+	6	-3689	-2238	907729	909180	WP_025279832.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	1899	+	+	7	-2174	-276	909244	911142	WP_025279833.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	1572	+	+	21	1	1572	911419	912990	WP_014092348.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	1023	+	+	4	1695	2717	913113	914135	WP_014092349.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	840	+	+	2	2736	3575	914154	914993	WP_014092350.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	921	+	+	1	3666	4586	915084	916004	WP_014092351.1#13	NZ_LT906466.1	GCF_900187195.1
WP_014092348.1#13|Listeria_ivanovii_subsp__ivanovii	723	+	+	3	4698	5420	916116	916838	WP_025279834.1#13	NZ_LT906466.1	GCF_900187195.1



WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	1269	+	+	8	-5334	-4066	906081	907349	WP_014092344.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	351	+	+	5	-4051	-3701	907364	907714	WP_014092345.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	1452	+	+	6	-3689	-2238	907726	909177	WP_025279832.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	1899	+	+	7	-2174	-276	909241	911139	WP_025279833.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	1572	+	+	21	1	1572	911416	912987	WP_014092348.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	1023	+	+	4	1695	2717	913110	914132	WP_014092349.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	840	+	+	2	2736	3575	914151	914990	WP_014092350.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	921	+	+	1	3666	4586	915081	916001	WP_014092351.1#12	NZ_LT906478.1	GCF_900187025.1
WP_014092348.1#12|Listeria_ivanovii_subsp__ivanovii	723	+	+	3	4698	5420	916113	916835	WP_025279834.1#12	NZ_LT906478.1	GCF_900187025.1



WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	1269	+	+	8	-5334	-4066	961715	962983	WP_014092344.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	351	+	+	5	-4051	-3701	962998	963348	WP_014092345.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	1452	+	+	6	-3689	-2238	963360	964811	WP_025279832.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	1899	+	+	7	-2174	-276	964875	966773	WP_025279833.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	1572	+	+	21	1	1572	967050	968621	WP_014092348.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	1023	+	+	4	1695	2717	968744	969766	WP_014092349.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	840	+	+	2	2736	3575	969785	970624	WP_014092350.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	921	+	+	1	3666	4586	970715	971635	WP_014092351.1#11	NZ_CP009577.1	GCF_000763515.1
WP_014092348.1#11|Listeria_ivanovii_subsp__ivanovii	723	+	+	3	4698	5420	971747	972469	WP_025279834.1#11	NZ_CP009577.1	GCF_000763515.1



WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	1269	+	+	8	-5331	-4063	915110	916378	WP_014092344.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	351	+	+	5	-4048	-3698	916393	916743	WP_014092345.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	1452	+	+	6	-3686	-2235	916755	918206	WP_014092346.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	1896	+	+	7	-2171	-276	918270	920165	WP_014092347.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	1572	+	+	21	1	1572	920442	922013	WP_014092348.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	1023	+	+	4	1695	2717	922136	923158	WP_014092349.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	840	+	+	2	2736	3575	923177	924016	WP_014092350.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	921	+	+	1	3666	4586	924107	925027	WP_014092351.1#14	NC_016011.1	GCF_000252975.1
WP_014092348.1#14|Listeria_ivanovii_subsp__ivanovii_PAM_55	723	+	+	3	4698	5420	925139	925861	WP_014092352.1#14	NC_016011.1	GCF_000252975.1



WP_014092348.1#10|Listeria_ivanovii_WSLC3009	1269	+	+	8	-5334	-4066	961719	962987	WP_014092344.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	351	+	+	5	-4051	-3701	963002	963352	WP_014092345.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	1452	+	+	6	-3689	-2238	963364	964815	WP_025279832.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	1899	+	+	7	-2174	-276	964879	966777	WP_025279833.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	1572	+	+	21	1	1572	967054	968625	WP_014092348.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	1023	+	+	4	1695	2717	968748	969770	WP_014092349.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	840	+	+	2	2736	3575	969789	970628	WP_014092350.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	921	+	+	1	3666	4586	970719	971639	WP_014092351.1#10	NZ_CP007172.1	GCF_000565155.1
WP_014092348.1#10|Listeria_ivanovii_WSLC3009	723	+	+	3	4698	5420	971751	972473	WP_025279834.1#10	NZ_CP007172.1	GCF_000565155.1



WP_003766169.1#5|Listeria_innocua_FSL_J1_023	133	+	+	23	-4154	-4022	923270	923402	pseudogene_5.1*#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	198	+	+	23	-3921	-3724	923503	923700	pseudogene_5.6*#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	1452	+	+	6	-3712	-2261	923712	925163	WP_003766167.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	1899	+	+	7	-2188	-290	925236	927134	WP_003766168.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	1572	+	+	21	1	1572	927425	928996	WP_003766169.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	1041	+	+	4	1694	2734	929118	930158	WP_003766170.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	840	+	+	2	2753	3592	930177	931016	WP_003766171.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	921	+	+	1	3681	4601	931105	932025	WP_003761370.1#5	NZ_CM001049.1	GCF_000183905.1
WP_003766169.1#5|Listeria_innocua_FSL_J1_023	723	+	+	3	4718	5440	932142	932864	WP_003766172.1#5	NZ_CM001049.1	GCF_000183905.1



WP_010990679.1#6|Listeria_innocua_Clip11262	1270	+	+	23	-5358	-4089	944489	945758	pseudogene_6.2*#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	351	+	+	5	-4074	-3724	945773	946123	WP_003761354.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	1452	+	+	6	-3712	-2261	946135	947586	WP_010990677.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	1899	+	+	7	-2188	-290	947659	949557	WP_010990678.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	1572	+	+	21	1	1572	949848	951419	WP_010990679.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	1041	+	+	4	1694	2734	951541	952581	WP_010990680.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	840	+	+	2	2753	3592	952600	953439	WP_003771168.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	921	+	+	1	3681	4601	953528	954448	WP_003761370.1#6	NC_003212.1	GCF_000195795.1
WP_010990679.1#6|Listeria_innocua_Clip11262	723	+	+	3	4717	5439	954564	955286	WP_010990681.1#6	NC_003212.1	GCF_000195795.1



WP_011701729.1#224|Listeria_welshimeri	393	+	+	18	-4460	-4068	923259	923651	WP_011701725.1#224	NZ_LT906444.1	GCF_900187315.1
WP_011701729.1#224|Listeria_welshimeri	1104	+	+	11	-4065	-2962	923654	924757	WP_011701726.1#224	NZ_LT906444.1	GCF_900187315.1
WP_011701729.1#224|Listeria_welshimeri	813	+	+	9	-2809	-1997	924910	925722	WP_011701727.1#224	NZ_LT906444.1	GCF_900187315.1
WP_011701729.1#224|Listeria_welshimeri	1467	+	+	12	-1775	-309	925944	927410	WP_011701728.1#224	NZ_LT906444.1	GCF_900187315.1
